Date,gasprice,Day,Mean TemperatureF,PrecipitationIn, Events,Smartrip,Ridership
1/2/2012,3.214,Monday,41,0,,125,185000
1/3/2012,3.214,Tuesday,28,T,Snow,125,638000
1/4/2012,3.214,Wednesday,26,0,,125,661000
1/5/2012,3.214,Thursday,40,0,,125,683000
1/6/2012,3.214,Friday,48,0,,125,688000
1/7/2012,3.214,Saturday,52,0,,125,251000
1/8/2012,3.214,Sunday,45,0,,125,157000
1/9/2012,3.275,Monday,37,0.16,Fog-Rain-Snow,125,663000
1/10/2012,3.275,Tuesday,43,0,Fog,125,710000
1/11/2012,3.275,Wednesday,41,0.51,Rain,125,718000
1/12/2012,3.275,Thursday,51,0.24,Rain,125,719000
1/13/2012,3.275,Friday,40,0.05,Rain,125,700000
1/14/2012,3.275,Saturday,33,0,,125,273000
1/15/2012,3.275,Sunday,32,0,,125,191000
1/16/2012,3.296,Monday,34,0.03,Rain,125,229000
1/17/2012,3.296,Tuesday,50,0.26,Rain,125,699000
1/18/2012,3.296,Wednesday,43,0,,125,724000
1/19/2012,3.296,Thursday,33,0,,125,717000
1/20/2012,3.296,Friday,34,0.05,Fog-Snow,125,703000
1/21/2012,3.296,Saturday,31,0.23,Rain-Snow,125,235000
1/22/2012,3.296,Sunday,31,T,Snow,125,181000
1/23/2012,3.325,Monday,38,0.03,Fog-Rain,125,693000
1/24/2012,3.325,Tuesday,47,0,,125,739000
1/25/2012,3.325,Wednesday,43,0,,125,734000
1/26/2012,3.325,Thursday,48,T,,125,711000
1/27/2012,3.325,Friday,52,0.63,Rain-Thunderstorm,125,695000
1/28/2012,3.325,Saturday,44,0,,125,281000
1/29/2012,3.325,Sunday,41,0,,125,183000
1/30/2012,3.372,Monday,41,0,,125,682000
1/31/2012,3.372,Tuesday,53,0,,125,712000
2/1/2012,3.372,Wednesday,60,0.02,Rain,125,730000
2/2/2012,3.372,Thursday,50,0.09,Rain,125,722000
2/3/2012,3.372,Friday,45,0,,125,707000
2/4/2012,3.372,Saturday,41,0.08,Rain,125,270000
2/5/2012,3.372,Sunday,40,T,Rain,125,163000
2/6/2012,3.405,Monday,41,0,,125,665000
2/7/2012,3.405,Tuesday,48,0,,125,728000
2/8/2012,3.405,Wednesday,40,0.11,Rain,125,736000
2/9/2012,3.405,Thursday,40,0,,125,744000
2/10/2012,3.405,Friday,40,T,Rain,125,726000
2/11/2012,3.405,Saturday,33,0.1,Rain-Snow,125,257000
2/12/2012,3.405,Sunday,28,0.01,Snow,125,157000
2/13/2012,3.53,Monday,37,0,,125,692000
2/14/2012,3.53,Tuesday,47,0,,125,721000
2/15/2012,3.53,Wednesday,48,0,,125,723000
2/16/2012,3.53,Thursday,44,0.09,Rain,125,720000
2/17/2012,3.53,Friday,47,0,Fog,125,694000
2/18/2012,3.53,Saturday,47,0,,125,314000
2/19/2012,3.53,Sunday,40,0.08,Rain-Snow,125,197000
2/20/2012,3.572,Monday,42,0,,125,270000
2/21/2012,3.572,Tuesday,41,0,,125,700000
2/22/2012,3.572,Wednesday,53,0,,125,730000
2/23/2012,3.572,Thursday,57,T,Rain,125,741000
2/24/2012,3.572,Friday,52,0.32,Rain-Thunderstorm,125,719000
2/25/2012,3.572,Saturday,41,T,Snow,125,289000
2/26/2012,3.572,Sunday,42,0,,125,174000
2/27/2012,3.631,Monday,50,0,,125,677000
2/28/2012,3.631,Tuesday,48,0,,125,731000
2/29/2012,3.631,Wednesday,48,1.44,Rain,125,712000
3/1/2012,3.631,Thursday,58,0.05,Fog-Rain,125,737000
3/2/2012,3.631,Friday,48,0.34,Rain-Thunderstorm,125,721000
3/3/2012,3.631,Saturday,56,0.16,Rain,125,304000
3/4/2012,3.631,Sunday,44,0,,125,202000
3/5/2012,3.668,Monday,39,T,,125,692000
3/6/2012,3.668,Tuesday,39,0,,125,742000
3/7/2012,3.668,Wednesday,54,0,,125,747000
3/8/2012,3.668,Thursday,64,T,Rain,125,758000
3/9/2012,3.668,Friday,54,0.01,Rain,125,725000
3/10/2012,3.668,Saturday,42,0,,125,289000
3/11/2012,3.668,Sunday,49,0,,125,207000
3/12/2012,3.745,Monday,59,0,,125,697000
3/13/2012,3.745,Tuesday,69,0.01,Rain,125,752000
3/14/2012,3.745,Wednesday,68,0,,125,770000
3/15/2012,3.745,Thursday,68,T,,125,778000
3/16/2012,3.745,Friday,55,0.02,Rain,125,744000
3/17/2012,3.745,Saturday,64,0,,125,474000
3/18/2012,3.745,Sunday,60,0,,125,241000
3/19/2012,3.836,Monday,66,0.01,,125,715000
3/20/2012,3.836,Tuesday,67,0.11,Rain-Thunderstorm,125,759000
3/21/2012,3.836,Wednesday,65,T,Fog,125,768000
3/22/2012,3.836,Thursday,69,T,Fog,125,800000
3/23/2012,3.836,Friday,71,0,,125,835000
3/24/2012,3.836,Saturday,63,0.09,Rain,125,415000
3/25/2012,3.836,Sunday,57,0.2,Rain,125,260000
3/26/2012,3.928,Monday,51,0,,125,729000
3/27/2012,3.928,Tuesday,45,0,,125,774000
3/28/2012,3.928,Wednesday,59,0.01,Rain,125,764000
3/29/2012,3.928,Thursday,60,0,,125,770000
3/30/2012,3.928,Friday,49,T,Rain,125,775000
3/31/2012,3.928,Saturday,56,0,,125,424000
4/1/2012,3.928,Sunday,56,0.07,Rain,125,313000
4/2/2012,3.977,Monday,55,0.08,Rain,125,749000
4/3/2012,3.977,Tuesday,58,0,,125,805000
4/4/2012,3.977,Wednesday,65,0,,125,788000
4/5/2012,3.977,Thursday,55,0,,125,793000
4/6/2012,3.977,Friday,52,0,,125,719000
4/7/2012,3.977,Saturday,54,0,,125,397000
4/8/2012,3.977,Sunday,61,0,,125,215000
4/9/2012,3.989,Monday,61,T,Rain,125,710000
4/10/2012,3.989,Tuesday,57,0,,125,771000
4/11/2012,3.989,Wednesday,48,0.01,Rain,125,774000
4/12/2012,3.989,Thursday,53,0,,125,823000
4/13/2012,3.989,Friday,56,0,,125,797000
4/14/2012,3.989,Saturday,61,0,,125,484000
4/15/2012,3.989,Sunday,72,0,,125,263000
4/16/2012,3.962,Monday,76,0,,125,713000
4/17/2012,3.962,Tuesday,69,T,Rain,125,782000
4/18/2012,3.962,Wednesday,58,0.05,Rain,125,768000
4/19/2012,3.962,Thursday,61,T,Rain,125,797000
4/20/2012,3.962,Friday,64,0,,125,774000
4/21/2012,3.962,Saturday,70,0.16,Rain,125,342000
4/22/2012,3.962,Sunday,52,1.27,Rain,125,194000
4/23/2012,3.901,Monday,46,0.1,Rain,125,695000
4/24/2012,3.901,Tuesday,53,0,,125,739000
4/25/2012,3.901,Wednesday,58,0,,125,751000
4/26/2012,3.901,Thursday,61,0.03,Rain,125,751000
4/27/2012,3.901,Friday,56,0,,125,727000
4/28/2012,3.901,Saturday,51,0.12,Rain,125,332000
4/29/2012,3.901,Sunday,59,0.03,Rain,125,247000
4/30/2012,3.818,Monday,59,0,,125,679000
5/1/2012,3.818,Tuesday,72,0.15,Rain,125,739000
5/2/2012,3.818,Wednesday,66,0.02,Rain,125,753000
5/3/2012,3.818,Thursday,69,T,,125,750000
5/4/2012,3.818,Friday,75,0.12,Rain-Thunderstorm,125,734000
5/5/2012,3.818,Saturday,74,T,Rain-Thunderstorm,125,349000
5/6/2012,3.818,Sunday,67,T,Rain,125,214000
5/7/2012,3.739,Monday,65,0,,125,686000
5/8/2012,3.739,Tuesday,68,0.03,Rain,125,723000
5/9/2012,3.739,Wednesday,67,0.58,Rain,125,746000
5/10/2012,3.739,Thursday,63,0,,125,757000
5/11/2012,3.739,Friday,63,0,,125,718000
5/12/2012,3.739,Saturday,65,0,,125,351000
5/13/2012,3.739,Sunday,71,0,,125,197000
5/14/2012,3.666,Monday,68,0.24,Rain,125,673000
5/15/2012,3.666,Tuesday,73,1.22,Rain-Thunderstorm,125,740000
5/16/2012,3.666,Wednesday,73,0,,125,776000
5/17/2012,3.666,Thursday,69,0,,125,789000
5/18/2012,3.666,Friday,66,0,,125,778000
5/19/2012,3.666,Saturday,70,0,,125,383000
5/20/2012,3.666,Sunday,70,0.01,Rain,125,261000
5/21/2012,3.593,Monday,71,0.03,Rain,125,678000
5/22/2012,3.593,Tuesday,74,0.01,Rain,125,737000
5/23/2012,3.593,Wednesday,74,0.31,Rain-Thunderstorm,125,746000
5/24/2012,3.593,Thursday,76,T,Rain,125,742000
5/25/2012,3.593,Friday,79,T,,125,692000
5/26/2012,3.593,Saturday,79,0,,125,326000
5/27/2012,3.593,Sunday,79,0.05,Rain-Thunderstorm,125,280000
5/28/2012,3.529,Monday,80,0,,125,245000
5/29/2012,3.529,Tuesday,81,0.51,Rain-Thunderstorm,125,696000
5/30/2012,3.529,Wednesday,76,T,Rain,125,751000
5/31/2012,3.529,Thursday,77,0,,125,762000
6/1/2012,3.529,Friday,74,1.22,Rain-Thunderstorm,125,706000
6/2/2012,3.529,Saturday,68,0,,125,397000
6/3/2012,3.529,Sunday,69,T,,125,253000
6/4/2012,3.468,Monday,69,0,Rain,125,730000
6/5/2012,3.468,Tuesday,65,T,Rain,125,791000
6/6/2012,3.468,Wednesday,67,0.03,Rain,125,800000
6/7/2012,3.468,Thursday,71,0,,125,809000
6/8/2012,3.468,Friday,73,0,,125,799000
6/9/2012,3.468,Saturday,79,0,,125,462000
6/10/2012,3.468,Sunday,81,0,,125,261000
6/11/2012,3.391,Monday,81,0,,125,750000
6/12/2012,3.391,Tuesday,74,0.26,Rain,125,774000
6/13/2012,3.391,Wednesday,76,0,,125,804000
6/14/2012,3.391,Thursday,76,0,,125,797000
6/15/2012,3.391,Friday,73,0,,125,801000
6/16/2012,3.391,Saturday,73,0,,125,372000
6/17/2012,3.391,Sunday,70,0,,125,253000
6/18/2012,3.342,Monday,67,0.28,Rain,125,724000
6/19/2012,3.342,Tuesday,79,0,,125,810000
6/20/2012,3.342,Wednesday,86,0,,125,796000
6/21/2012,3.342,Thursday,89,0,,125,800000
6/22/2012,3.342,Friday,86,T,Rain,125,736000
6/23/2012,3.342,Saturday,82,0,,125,345000
6/24/2012,3.342,Sunday,83,0,,125,232000
6/25/2012,3.291,Monday,79,T,Rain,125,724000
6/26/2012,3.291,Tuesday,72,0,,125,788000
6/27/2012,3.291,Wednesday,78,0,,125,797000
6/28/2012,3.291,Thursday,83,0,,125,796000
6/29/2012,3.291,Friday,88,0.59,Rain-Thunderstorm,125,734000
6/30/2012,3.291,Saturday,85,T,Rain,125,295000
7/1/2012,3.291,Sunday,88,0,,125,220000
7/2/2012,3.245,Monday,87,0,Thunderstorm,125,680000
7/3/2012,3.245,Tuesday,87,0.02,Rain-Thunderstorm,125,781000
7/4/2012,3.245,Wednesday,87,T,,125,487000
7/5/2012,3.245,Thursday,90,0,,125,704000
7/6/2012,3.245,Friday,91,0,,125,693000
7/7/2012,3.245,Saturday,94,0,,125,283000
7/8/2012,3.245,Sunday,90,0.69,Rain-Thunderstorm,125,213000
7/9/2012,3.309,Monday,81,0.26,Rain-Thunderstorm,125,716000
7/10/2012,3.309,Tuesday,81,0.6,Rain-Thunderstorm,125,763000
7/11/2012,3.309,Wednesday,81,0,,125,774000
7/12/2012,3.309,Thursday,80,0,,125,783000
7/13/2012,3.309,Friday,83,T,,125,759000
7/14/2012,3.309,Saturday,80,0.08,Rain,125,298000
7/15/2012,3.309,Sunday,86,0.02,Rain,125,206000
7/16/2012,3.347,Monday,86,0.02,Rain-Thunderstorm,125,736000
7/17/2012,3.347,Tuesday,89,T,,125,777000
7/18/2012,3.347,Wednesday,91,0,Rain-Thunderstorm,125,774000
7/19/2012,3.347,Thursday,85,0.42,Fog-Rain-Thunderstorm,125,789000
7/20/2012,3.347,Friday,76,0.19,Rain-Thunderstorm,125,751000
7/21/2012,3.347,Saturday,69,0.21,Rain,125,341000
7/22/2012,3.347,Sunday,76,0,,125,257000
7/23/2012,3.421,Monday,83,T,,125,720000
7/24/2012,3.421,Tuesday,84,T,,125,764000
7/25/2012,3.421,Wednesday,81,0,,125,791000
7/26/2012,3.421,Thursday,87,T,Rain,125,771000
7/27/2012,3.421,Friday,86,0,,125,736000
7/28/2012,3.421,Saturday,86,0.27,Rain-Thunderstorm,125,315000
7/29/2012,3.421,Sunday,81,0,,125,209000
7/30/2012,3.445,Monday,82,0,,125,689000
7/31/2012,3.445,Tuesday,82,0.03,Rain-Thunderstorm,125,747000
8/1/2012,3.445,Wednesday,82,T,Thunderstorm,125,760000
8/2/2012,3.445,Thursday,86,0,,125,768000
8/3/2012,3.445,Friday,86,0,,125,731000
8/4/2012,3.445,Saturday,88,0,,125,320000
8/5/2012,3.445,Sunday,88,0.03,Rain-Thunderstorm,125,212000
8/6/2012,3.525,Monday,86,0.02,Rain,125,665000
8/7/2012,3.525,Tuesday,84,T,Rain,125,712000
8/8/2012,3.525,Wednesday,84,T,,125,713000
8/9/2012,3.525,Thursday,86,0,,125,710000
8/10/2012,3.525,Friday,80,0.59,Rain,125,659000
8/11/2012,3.525,Saturday,80,0.1,Rain,125,278000
8/12/2012,3.525,Sunday,80,0,Rain,125,196000
8/13/2012,3.633,Monday,81,T,,125,648000
8/14/2012,3.633,Tuesday,81,0.2,Rain,125,683000
8/15/2012,3.633,Wednesday,80,0,,125,700000
8/16/2012,3.633,Thursday,80,0,,125,694000
8/17/2012,3.633,Friday,83,0.01,Rain,125,692000
8/18/2012,3.633,Saturday,78,0.16,Rain,125,320000
8/19/2012,3.633,Sunday,74,0.36,Rain,125,196000
8/20/2012,3.638,Monday,76,T,,125,646000
8/21/2012,3.638,Tuesday,76,0.59,Rain,125,702000
8/22/2012,3.638,Wednesday,77,0.35,Rain,125,709000
8/23/2012,3.638,Thursday,80,0,,125,694000
8/24/2012,3.638,Friday,80,0,,125,660000
8/25/2012,3.638,Saturday,77,0.06,Rain,125,271000
8/26/2012,3.638,Sunday,78,0.28,Rain-Thunderstorm,125,176000
8/27/2012,3.652,Monday,80,0,,125,644000
8/28/2012,3.652,Tuesday,83,0.03,Rain,125,680000
8/29/2012,3.652,Wednesday,78,0,,125,691000
8/30/2012,3.652,Thursday,79,0,,125,696000
8/31/2012,3.652,Friday,85,0,,125,668000
9/1/2012,3.652,Saturday,84,1.64,Fog-Rain-Thunderstorm,125,310000
9/2/2012,3.652,Sunday,79,0.05,Rain,125,228000
9/3/2012,3.709,Monday,80,T,,125,205000
9/4/2012,3.709,Tuesday,83,T,Rain,125,668000
9/5/2012,3.709,Wednesday,84,0.02,Rain,125,705000
9/6/2012,3.709,Thursday,79,0.24,Rain,125,709000
9/7/2012,3.709,Friday,81,0,,125,713000
9/8/2012,3.709,Saturday,79,0.49,Fog-Rain-Thunderstorm,125,233000
9/9/2012,3.709,Sunday,71,0,,125,183000
9/10/2012,3.713,Monday,69,0,,125,686000
9/11/2012,3.713,Tuesday,68,0,,125,724000
9/12/2012,3.713,Wednesday,71,0,,125,737000
9/13/2012,3.713,Thursday,71,0,,125,734000
9/14/2012,3.713,Friday,74,0,,125,738000
9/15/2012,3.713,Saturday,71,0,,125,312000
9/16/2012,3.713,Sunday,68,0,,125,190000
9/17/2012,3.751,Monday,67,0.14,Rain,125,658000
9/18/2012,3.751,Tuesday,73,0.93,Fog-Rain,125,679000
9/19/2012,3.751,Wednesday,66,0,,125,748000
9/20/2012,3.751,Thursday,65,0,,125,756000
9/21/2012,3.751,Friday,70,0,,125,738000
9/22/2012,3.751,Saturday,76,0,,125,364000
9/23/2012,3.751,Sunday,63,0,,125,250000
9/24/2012,3.704,Monday,63,0,,125,700000
9/25/2012,3.704,Tuesday,65,0,,125,712000
9/26/2012,3.704,Wednesday,75,0.05,Rain-Thunderstorm,125,698000
9/27/2012,3.704,Thursday,76,0.49,Rain-Thunderstorm,125,728000
9/28/2012,3.704,Friday,73,0.24,Rain,125,704000
9/29/2012,3.704,Saturday,66,0,,125,329000
9/30/2012,3.704,Sunday,64,T,Rain,125,196000
10/1/2012,3.646,Monday,63,T,Rain,125,709000
10/2/2012,3.646,Tuesday,69,0.43,Fog-Rain,125,723000
10/3/2012,3.646,Wednesday,76,T,Fog-Rain,125,752000
10/4/2012,3.646,Thursday,74,0.01,Rain,125,735000
10/5/2012,3.646,Friday,72,0,,125,710000
10/6/2012,3.646,Saturday,67,0,,125,320000
10/7/2012,3.646,Sunday,53,0.11,Rain,125,200000
10/8/2012,3.633,Monday,50,0.04,Rain,125,346000
10/9/2012,3.633,Tuesday,56,0.09,Rain,125,700000
10/10/2012,3.633,Wednesday,63,T,Rain,125,756000
10/11/2012,3.633,Thursday,56,0,,125,780000
10/12/2012,3.633,Friday,57,0,,125,754000
10/13/2012,3.633,Saturday,51,0,,125,317000
10/14/2012,3.633,Sunday,64,0,,125,216000
10/15/2012,3.612,Monday,65,0.06,Rain,125,684000
10/16/2012,3.612,Tuesday,57,0,,125,723000
10/17/2012,3.612,Wednesday,58,0,,125,731000
10/18/2012,3.612,Thursday,63,T,,125,739000
10/19/2012,3.612,Friday,67,0.24,Rain,125,726000
10/20/2012,3.612,Saturday,60,0,,125,346000
10/21/2012,3.612,Sunday,58,0,,125,222000
10/22/2012,3.536,Monday,61,0,,125,689000
10/23/2012,3.536,Tuesday,65,0,,125,736000
10/24/2012,3.536,Wednesday,72,0,,125,733000
10/25/2012,3.536,Thursday,67,0,,125,741000
10/26/2012,3.536,Friday,66,0,,125,730000
10/27/2012,3.536,Saturday,65,T,,125,347000
10/28/2012,3.536,Sunday,58,0.15,Rain,125,227000
10/29/2012,3.44,Monday,51,3.85,Rain,125,0
10/30/2012,3.44,Tuesday,44,0.84,Rain,125,53000
10/31/2012,3.44,Wednesday,49,T,,125,664000
11/1/2012,3.44,Thursday,48,T,Rain,125,713000
11/2/2012,3.44,Friday,48,0,,125,711000
11/3/2012,3.44,Saturday,46,0,,125,288000
11/4/2012,3.44,Sunday,46,0,,125,181000
11/5/2012,3.381,Monday,44,0,,125,692000
11/6/2012,3.381,Tuesday,41,0,,125,688000
11/7/2012,3.381,Wednesday,43,0.02,Rain,125,702000
11/8/2012,3.381,Thursday,48,0.01,Rain-Snow,125,723000
11/9/2012,3.381,Friday,49,0,,125,720000
11/10/2012,3.381,Saturday,52,0,,125,306000
11/11/2012,3.381,Sunday,57,0,,125,209000
11/12/2012,3.317,Monday,61,0.01,Rain,125,361000
11/13/2012,3.317,Tuesday,52,0.5,Rain,125,707000
11/14/2012,3.317,Wednesday,43,0,,125,724000
11/15/2012,3.317,Thursday,45,0,,125,730000
11/16/2012,3.317,Friday,48,0,,125,716000
11/17/2012,3.317,Saturday,46,0,,125,304000
11/18/2012,3.317,Sunday,47,0,,125,197000
11/19/2012,3.27,Monday,51,0,,125,674000
11/20/2012,3.27,Tuesday,51,0,,125,685000
11/21/2012,3.27,Wednesday,49,0,,125,575000
11/22/2012,3.27,Thursday,48,0,,125,110000
11/23/2012,3.27,Friday,49,0,,125,335000
11/24/2012,3.27,Saturday,43,0,,125,222000
11/25/2012,3.27,Sunday,38,0,,125,153000
11/26/2012,3.267,Monday,44,0,,125,643000
11/27/2012,3.267,Tuesday,41,0.06,Rain,125,685000
11/28/2012,3.267,Wednesday,44,0,,125,709000
11/29/2012,3.267,Thursday,41,0,,125,713000
11/30/2012,3.267,Friday,44,0,,125,709000
12/1/2012,3.267,Saturday,44,0,,125,274000
12/2/2012,3.267,Sunday,47,0.02,Rain,125,175000
12/3/2012,3.249,Monday,58,0,Fog,125,695000
12/4/2012,3.249,Tuesday,61,0,,125,724000
12/5/2012,3.249,Wednesday,52,T,Rain,125,724000
12/6/2012,3.249,Thursday,40,0,,125,753000
12/7/2012,3.249,Friday,44,0.05,Rain,125,694000
12/8/2012,3.249,Saturday,51,0,Fog,125,269000
12/9/2012,3.249,Sunday,51,0.14,Fog-Rain,125,159000
12/10/2012,3.224,Monday,56,0.01,Fog-Rain,125,658000
12/11/2012,3.224,Tuesday,52,0.07,Rain,125,706000
12/12/2012,3.224,Wednesday,43,0,,125,723000
12/13/2012,3.224,Thursday,43,0,,125,721000
12/14/2012,3.224,Friday,41,0,,125,702000
12/15/2012,3.224,Saturday,46,0,,125,281000
12/16/2012,3.224,Sunday,49,0.09,Rain,125,151000
12/17/2012,3.157,Monday,52,0.07,Rain,125,649000
12/18/2012,3.157,Tuesday,53,T,Rain,125,701000
12/19/2012,3.157,Wednesday,45,0,,125,689000
12/20/2012,3.157,Thursday,47,0.56,Rain,125,659000
12/21/2012,3.157,Friday,49,0.26,Rain,125,580000
12/22/2012,3.157,Saturday,40,0,,125,210000
12/23/2012,3.157,Sunday,38,0,,125,154000
12/24/2012,3.195,Monday,36,0.14,Rain-Snow,125,175000
12/25/2012,3.195,Tuesday,43,0,,125,68000
12/26/2012,3.195,Wednesday,39,1.42,Rain-Snow,125,332000
12/27/2012,3.195,Thursday,40,0.02,Rain,125,461000
12/28/2012,3.195,Friday,41,0,,125,500000
12/29/2012,3.195,Saturday,39,0.18,Rain-Snow,125,219000
12/30/2012,3.195,Sunday,37,0,,125,187000
12/31/2012,3.276,Monday,35,0,,125,416000
1/1/2013,3.276,Tuesday,42,0,,245,138000
1/2/2013,3.276,Wednesday,35,0,,245,574000
1/3/2013,3.276,Thursday,34,0,,245,626000
1/4/2013,3.276,Friday,37,0,,245,631000
1/5/2013,3.276,Saturday,39,0.01,Rain,245,242000
1/6/2013,3.276,Sunday,44,0,,245,165000
1/7/2013,3.329,Monday,42,0,,245,640000
1/8/2013,3.329,Tuesday,42,0,,245,685000
1/9/2013,3.329,Wednesday,44,0.01,Rain,245,682000
1/10/2013,3.329,Thursday,50,0,,245,693000
1/11/2013,3.329,Friday,42,0.01,Fog-Rain,245,677000
1/12/2013,3.329,Saturday,47,0,Fog,245,284000
1/13/2013,3.329,Sunday,49,T,Fog-Rain,245,175000
1/14/2013,3.333,Monday,53,0.09,Fog-Rain,245,677000
1/15/2013,3.333,Tuesday,40,0.79,Rain,245,705000
1/16/2013,3.333,Wednesday,40,0.29,Rain,245,709000
1/17/2013,3.333,Thursday,43,0.01,Rain,245,708000
1/18/2013,3.333,Friday,36,0,,245,715000
1/19/2013,3.333,Saturday,44,0,,245,385000
1/20/2013,3.333,Sunday,50,0,,245,405000
1/21/2013,3.303,Monday,40,0,,245,783000
1/22/2013,3.303,Tuesday,26,0,,245,715000
1/23/2013,3.303,Wednesday,22,T,Snow,245,691000
1/24/2013,3.303,Thursday,24,0.03,Snow,245,698000
1/25/2013,3.303,Friday,22,0.02,Snow,245,727000
1/26/2013,3.303,Saturday,31,T,Snow,245,294000
1/27/2013,3.303,Sunday,33,0,,245,176000
1/28/2013,3.305,Monday,40,0.13,Rain-Snow,245,606000
1/29/2013,3.305,Tuesday,55,0,,245,705000
1/30/2013,3.305,Wednesday,62,0.86,Rain,245,705000
1/31/2013,3.305,Thursday,49,0.28,Rain,245,709000
2/1/2013,3.305,Friday,29,0.01,Snow,245,709000
2/2/2013,3.305,Saturday,26,0.02,Snow,245,261000
2/3/2013,3.305,Sunday,31,T,Snow,245,168000
2/4/2013,3.48,Monday,32,0,,245,668000
2/5/2013,3.48,Tuesday,38,0,,245,725000
2/6/2013,3.48,Wednesday,42,T,Rain,245,730000
2/7/2013,3.48,Thursday,37,0,,245,726000
2/8/2013,3.48,Friday,39,0.2,Rain,245,703000
2/9/2013,3.48,Saturday,37,0,,245,308000
2/10/2013,3.48,Sunday,36,0,,245,206000
2/11/2013,3.543,Monday,46,0.28,Rain,245,670000
2/12/2013,3.543,Tuesday,50,0,,245,721000
2/13/2013,3.543,Wednesday,41,0.19,Rain-Snow,245,722000
2/14/2013,3.543,Thursday,43,0,,245,738000
2/15/2013,3.543,Friday,48,0.1,Rain-Snow,245,693000
2/16/2013,3.543,Saturday,37,0.02,Rain-Snow,245,304000
2/17/2013,3.543,Sunday,30,0,,245,229000
2/18/2013,3.654,Monday,32,0,,245,280000
2/19/2013,3.654,Tuesday,43,0.08,Rain,245,692000
2/20/2013,3.654,Wednesday,34,0,,245,722000
2/21/2013,3.654,Thursday,33,0,,245,738000
2/22/2013,3.654,Friday,33,0.06,Rain-Snow,245,704000
2/23/2013,3.654,Saturday,40,0.08,Rain,245,278000
2/24/2013,3.654,Sunday,45,0,,245,177000
2/25/2013,3.733,Monday,41,0,,245,668000
2/26/2013,3.733,Tuesday,40,0.62,Rain,245,714000
2/27/2013,3.733,Wednesday,50,0.01,Rain,245,727000
2/28/2013,3.733,Thursday,46,0.01,Rain,245,721000
3/1/2013,3.733,Friday,42,0,,245,717000
3/2/2013,3.733,Saturday,36,0,,245,272000
3/3/2013,3.733,Sunday,37,0,,245,174000
3/4/2013,3.688,Monday,38,0,,245,677000
3/5/2013,3.688,Tuesday,43,T,Rain,245,740000
3/6/2013,3.688,Wednesday,38,1.03,Rain-Snow,245,206000
3/7/2013,3.688,Thursday,45,0,,245,732000
3/8/2013,3.688,Friday,45,0,,245,719000
3/9/2013,3.688,Saturday,48,0,,245,331000
3/10/2013,3.688,Sunday,50,0,,245,219000
3/11/2013,3.643,Monday,53,T,,245,691000
3/12/2013,3.643,Tuesday,51,0.83,Fog-Rain,245,732000
3/13/2013,3.643,Wednesday,44,T,Rain,245,754000
3/14/2013,3.643,Thursday,41,0,,245,765000
3/15/2013,3.643,Friday,46,0,,245,753000
3/16/2013,3.643,Saturday,51,0.03,Rain,245,417000
3/17/2013,3.643,Sunday,40,0,,245,227000
3/18/2013,3.638,Monday,37,0.32,Rain-Snow,245,681000
3/19/2013,3.638,Tuesday,50,0,,245,749000
3/20/2013,3.638,Wednesday,47,0,,245,757000
3/21/2013,3.638,Thursday,37,T,Snow,245,753000
3/22/2013,3.638,Friday,39,0,,245,736000
3/23/2013,3.638,Saturday,44,0,,245,381000
3/24/2013,3.638,Sunday,39,0.04,Rain-Snow,245,240000
3/25/2013,3.631,Monday,36,0.52,Fog-Rain-Snow,245,648000
3/26/2013,3.631,Tuesday,43,0,,245,774000
3/27/2013,3.631,Wednesday,46,0.01,Rain,245,777000
3/28/2013,3.631,Thursday,45,T,Rain,245,794000
3/29/2013,3.631,Friday,51,0,,245,778000
3/30/2013,3.631,Saturday,51,0,,245,452000
3/31/2013,3.631,Sunday,51,0.02,Rain,245,214000
4/1/2013,3.636,Monday,55,T,Fog-Rain,245,786000
4/2/2013,3.636,Tuesday,45,0,,245,785000
4/3/2013,3.636,Wednesday,44,0,,245,825000
4/4/2013,3.636,Thursday,41,0.16,Rain,245,832000
4/5/2013,3.636,Friday,53,0.12,Rain,245,790000
4/6/2013,3.636,Saturday,50,0,,245,504000
4/7/2013,3.636,Sunday,57,0,,245,375000
4/8/2013,3.595,Monday,67,0,,245,728000
4/9/2013,3.595,Tuesday,73,0,,245,815000
4/10/2013,3.595,Wednesday,77,0,,245,872000
4/11/2013,3.595,Thursday,72,0,,245,818000
4/12/2013,3.595,Friday,64,0.8,Fog-Rain-Thunderstorm,245,764000
4/13/2013,3.595,Saturday,60,0,,245,563000
4/14/2013,3.595,Sunday,59,0,,245,316000
4/15/2013,3.53,Monday,60,T,Rain,245,701000
4/16/2013,3.53,Tuesday,65,0,,245,740000
4/17/2013,3.53,Wednesday,71,T,Rain,245,764000
4/18/2013,3.53,Thursday,70,0.06,Rain,245,756000
4/19/2013,3.53,Friday,66,1.37,Rain-Thunderstorm,245,704000
4/20/2013,3.53,Saturday,55,0.02,Rain,245,310000
4/21/2013,3.53,Sunday,49,0,,245,194000
4/22/2013,3.496,Monday,49,0,,245,707000
4/23/2013,3.496,Tuesday,56,0,,245,761000
4/24/2013,3.496,Wednesday,64,T,,245,768000
4/25/2013,3.496,Thursday,56,0.01,Rain,245,787000
4/26/2013,3.496,Friday,58,0,,245,750000
4/27/2013,3.496,Saturday,61,0,,245,362000
4/28/2013,3.496,Sunday,60,T,Rain,245,244000
4/29/2013,3.456,Monday,58,0.23,Rain,245,675000
