Date,Ridership
10/27/2008,714000
10/28/2008,751000
10/29/2008,750000
10/30/2008,747000
10/31/2008,769000
11/1/2008,304000
11/2/2008,199000
11/3/2008,736000
11/4/2008,685000
11/5/2008,724000
11/6/2008,762000
11/7/2008,774000
11/8/2008,357000
11/9/2008,218000
11/10/2008,689000
11/11/2008,434000
11/12/2008,747000
11/13/2008,731000
11/14/2008,786000
11/15/2008,349000
11/16/2008,231000
11/17/2008,734000
11/18/2008,767000
11/19/2008,761000
11/20/2008,753000
11/21/2008,738000
11/22/2008,307000
11/23/2008,185000
11/24/2008,701000
11/25/2008,715000
11/26/2008,627000
11/27/2008,112000
11/28/2008,390000
11/29/2008,262000
11/30/2008,152000
12/1/2008,681000
12/2/2008,733000
12/3/2008,745000
12/4/2008,766000
12/5/2008,745000
12/6/2008,290000
12/7/2008,174000
12/8/2008,678000
12/9/2008,732000
12/10/2008,741000
12/11/2008,727000
12/12/2008,731000
12/13/2008,292000
12/14/2008,193000
12/15/2008,693000
12/16/2008,716000
12/17/2008,718000
12/18/2008,733000
12/19/2008,677000
12/20/2008,280000
12/21/2008,182000
12/22/2008,579000
12/23/2008,562000
12/24/2008,382000
12/25/2008,70000
12/26/2008,269000
12/27/2008,253000
12/28/2008,187000
12/29/2008,557000
12/30/2008,599000
12/31/2008,522000
1/1/2009,151000
1/2/2009,443000
1/3/2009,280000
1/4/2009,164000
1/5/2009,666000
1/6/2009,713000
1/7/2009,702000
1/8/2009,731000
1/9/2009,735000
1/10/2009,307000
1/11/2009,196000
1/12/2009,723000
1/13/2009,757000
1/14/2009,762000
1/15/2009,756000
1/16/2009,717000
1/17/2009,373000
1/18/2009,594000
1/19/2009,867000
1/20/2009,1120000
1/21/2009,776000
1/22/2009,813000
1/23/2009,763000
1/24/2009,304000
1/25/2009,171000
1/26/2009,692000
1/27/2009,707000
1/28/2009,602000
1/29/2009,739000
1/30/2009,726000
1/31/2009,300000
2/1/2009,198000
2/2/2009,698000
2/3/2009,733000
2/4/2009,744000
2/5/2009,748000
2/6/2009,750000
2/7/2009,372000
2/8/2009,226000
2/9/2009,695000
2/10/2009,732000
2/11/2009,746000
2/12/2009,749000
2/13/2009,737000
2/14/2009,320000
2/15/2009,222000
2/16/2009,287000
2/17/2009,725000
2/18/2009,739000
2/19/2009,729000
2/20/2009,746000
2/21/2009,336000
2/22/2009,188000
2/23/2009,693000
2/24/2009,740000
2/25/2009,745000
2/26/2009,765000
2/27/2009,749000
2/28/2009,323000
3/1/2009,196000
3/2/2009,491000
3/3/2009,731000
3/4/2009,736000
3/5/2009,762000
3/6/2009,750000
3/7/2009,363000
3/8/2009,228000
3/9/2009,721000
3/10/2009,763000
3/11/2009,771000
3/12/2009,768000
3/13/2009,741000
3/14/2009,377000
3/15/2009,222000
3/16/2009,728000
3/17/2009,781000
3/18/2009,786000
3/19/2009,768000
3/20/2009,771000
3/21/2009,395000
3/22/2009,243000
3/23/2009,714000
3/24/2009,762000
3/25/2009,764000
3/26/2009,747000
3/27/2009,767000
3/28/2009,363000
3/29/2009,239000
3/30/2009,721000
3/31/2009,777000
4/1/2009,776000
4/2/2009,799000
4/3/2009,791000
4/4/2009,694000
4/5/2009,458000
4/6/2009,755000
4/7/2009,810000
4/8/2009,814000
4/9/2009,840000
4/10/2009,767000
4/11/2009,374000
4/12/2009,239000
4/13/2009,775000
4/14/2009,765000
4/15/2009,787000
4/16/2009,806000
4/17/2009,828000
4/18/2009,430000
4/19/2009,252000
4/20/2009,690000
4/21/2009,778000
4/22/2009,784000
4/23/2009,795000
4/24/2009,792000
4/25/2009,366000
4/26/2009,229000
4/27/2009,705000
4/28/2009,759000
4/29/2009,726000
4/30/2009,744000
5/1/2009,741000
5/2/2009,343000
5/3/2009,183000
5/4/2009,697000
5/5/2009,745000
5/6/2009,737000
5/7/2009,740000
5/8/2009,739000
5/9/2009,349000
5/10/2009,209000
5/11/2009,689000
5/12/2009,750000
5/13/2009,787000
5/14/2009,764000
5/15/2009,769000
5/16/2009,409000
5/17/2009,253000
5/18/2009,742000
5/19/2009,775000
5/20/2009,777000
5/21/2009,774000
5/22/2009,733000
5/23/2009,393000
5/24/2009,325000
5/25/2009,256000
5/26/2009,676000
5/27/2009,742000
5/28/2009,754000
5/29/2009,734000
5/30/2009,347000
5/31/2009,227000
6/1/2009,738000
6/2/2009,791000
6/3/2009,807000
6/4/2009,790000
6/5/2009,759000
6/6/2009,440000
6/7/2009,274000
6/8/2009,762000
6/9/2009,783000
6/10/2009,832000
6/11/2009,817000
6/12/2009,803000
6/13/2009,397000
6/14/2009,271000
6/15/2009,772000
6/16/2009,814000
6/17/2009,809000
6/18/2009,802000
6/19/2009,818000
6/20/2009,357000
6/21/2009,267000
6/22/2009,733000
6/23/2009,714000
6/24/2009,790000
6/25/2009,803000
6/26/2009,744000
6/27/2009,408000
6/28/2009,250000
6/29/2009,731000
6/30/2009,763000
7/1/2009,771000
7/2/2009,744000
7/3/2009,467000
7/4/2009,613000
7/5/2009,264000
7/6/2009,709000
7/7/2009,764000
7/8/2009,788000
7/9/2009,781000
7/10/2009,775000
7/11/2009,385000
7/12/2009,236000
7/13/2009,751000
7/14/2009,788000
7/15/2009,809000
7/16/2009,828000
7/17/2009,791000
7/18/2009,394000
7/19/2009,267000
7/20/2009,748000
7/21/2009,803000
7/22/2009,803000
7/23/2009,790000
7/24/2009,782000
7/25/2009,366000
7/26/2009,257000
7/27/2009,744000
7/28/2009,772000
7/29/2009,776000
7/30/2009,773000
7/31/2009,744000
8/1/2009,353000
8/2/2009,212000
8/3/2009,731000
8/4/2009,789000
8/5/2009,777000
8/6/2009,763000
8/7/2009,765000
8/8/2009,341000
8/9/2009,242000
8/10/2009,677000
8/11/2009,718000
8/12/2009,726000
8/13/2009,727000
8/14/2009,708000
8/15/2009,324000
8/16/2009,213000
8/17/2009,670000
8/18/2009,717000
8/19/2009,720000
8/20/2009,734000
8/21/2009,689000
8/22/2009,282000
8/23/2009,208000
8/24/2009,661000
8/25/2009,691000
8/26/2009,706000
8/27/2009,706000
8/28/2009,682000
8/29/2009,294000
8/30/2009,197000
8/31/2009,661000
9/1/2009,709000
9/2/2009,723000
9/3/2009,714000
9/4/2009,678000
9/5/2009,288000
9/6/2009,227000
9/7/2009,169000
9/8/2009,685000
9/9/2009,734000
9/10/2009,743000
9/11/2009,719000
9/12/2009,420000
9/13/2009,214000
9/14/2009,698000
9/15/2009,740000
9/16/2009,739000
9/17/2009,736000
9/18/2009,714000
9/19/2009,320000
9/20/2009,217000
9/21/2009,695000
9/22/2009,737000
9/23/2009,755000
9/24/2009,762000
9/25/2009,744000
9/26/2009,350000
9/27/2009,223000
9/28/2009,677000
9/29/2009,772000
9/30/2009,746000
10/1/2009,746000
10/2/2009,751000
10/3/2009,376000
10/4/2009,268000
10/5/2009,723000
10/6/2009,756000
10/7/2009,761000
10/8/2009,771000
10/9/2009,743000
10/10/2009,340000
10/11/2009,275000
10/12/2009,355000
10/13/2009,735000
10/14/2009,757000
10/15/2009,753000
10/16/2009,749000
10/17/2009,324000
10/18/2009,221000
10/19/2009,700000
10/20/2009,736000
10/21/2009,744000
10/22/2009,750000
10/23/2009,763000
10/24/2009,347000
10/25/2009,325000
10/26/2009,718000
10/27/2009,736000
10/28/2009,731000
10/29/2009,747000
10/30/2009,744000
10/31/2009,332000
11/1/2009,185000
11/2/2009,711000
11/3/2009,745000
11/4/2009,755000
11/5/2009,774000
11/6/2009,747000
11/7/2009,351000
11/8/2009,214000
11/9/2009,694000
11/10/2009,733000
11/11/2009,424000
11/12/2009,726000
11/13/2009,749000
11/14/2009,347000
11/15/2009,225000
11/16/2009,705000
11/17/2009,747000
11/18/2009,766000
11/19/2009,749000
11/20/2009,762000
11/21/2009,329000
11/22/2009,199000
11/23/2009,686000
11/24/2009,709000
11/25/2009,619000
11/26/2009,112000
11/27/2009,364000
11/28/2009,267000
11/29/2009,170000
11/30/2009,654000
12/1/2009,726000
12/2/2009,738000
12/3/2009,776000
12/4/2009,745000
12/5/2009,261000
12/6/2009,206000
12/7/2009,692000
12/8/2009,733000
12/9/2009,741000
12/10/2009,746000
12/11/2009,716000
12/12/2009,297000
12/13/2009,148000
12/14/2009,680000
12/15/2009,724000
12/16/2009,723000
12/17/2009,716000
12/18/2009,700000
12/19/2009,101000
12/20/2009,95000
12/21/2009,368000
12/22/2009,643000
12/23/2009,604000
12/24/2009,352000
12/25/2009,64000
12/26/2009,207000
12/27/2009,195000
12/28/2009,525000
12/29/2009,565000
12/30/2009,558000
12/31/2009,461000
1/1/2010,166000
1/2/2010,227000
1/3/2010,132000
1/4/2010,623000
1/5/2010,685000
1/6/2010,686000
1/7/2010,710000
1/8/2010,682000
1/9/2010,264000
1/10/2010,172000
1/11/2010,685000
1/12/2010,729000
1/13/2010,723000
1/14/2010,737000
1/15/2010,725000
1/16/2010,329000
1/17/2010,187000
1/18/2010,271000
1/19/2010,713000
1/20/2010,733000
1/21/2010,755000
1/22/2010,785000
1/23/2010,342000
1/24/2010,167000
1/25/2010,676000
1/26/2010,717000
1/27/2010,745000
1/28/2010,729000
1/29/2010,718000
1/30/2010,279000
1/31/2010,199000
2/1/2010,698000
2/2/2010,724000
2/3/2010,664000
2/4/2010,750000
2/5/2010,513000
2/6/2010,61000
2/7/2010,92000
2/8/2010,124000
2/9/2010,256000
2/10/2010,33000
2/11/2010,114000
2/12/2010,526000
2/13/2010,313000
2/14/2010,256000
2/15/2010,308000
2/16/2010,741000
2/17/2010,780000
2/18/2010,798000
2/19/2010,793000
2/20/2010,348000
2/21/2010,210000
2/22/2010,708000
2/23/2010,754000
2/24/2010,761000
2/25/2010,742000
2/26/2010,714000
2/27/2010,319000
2/28/2010,185000
3/1/2010,700000
3/2/2010,736000
3/3/2010,758000
3/4/2010,767000
3/5/2010,747000
3/6/2010,377000
3/7/2010,222000
3/8/2010,725000
3/9/2010,764000
3/10/2010,773000
3/11/2010,763000
3/12/2010,740000
3/13/2010,332000
3/14/2010,214000
3/15/2010,718000
3/16/2010,780000
3/17/2010,802000
3/18/2010,784000
3/19/2010,780000
3/20/2010,466000
3/21/2010,331000
3/22/2010,707000
3/23/2010,773000
3/24/2010,794000
3/25/2010,780000
3/26/2010,741000
3/27/2010,446000
3/28/2010,252000
3/29/2010,712000
3/30/2010,764000
3/31/2010,806000
4/1/2010,867000
4/2/2010,876000
4/3/2010,641000
4/4/2010,332000
4/5/2010,823000
4/6/2010,831000
4/7/2010,857000
4/8/2010,843000
4/9/2010,833000
4/10/2010,530000
4/11/2010,309000
4/12/2010,742000
4/13/2010,767000
4/14/2010,787000
4/15/2010,813000
4/16/2010,767000
4/17/2010,382000
4/18/2010,244000
4/19/2010,757000
4/20/2010,803000
4/21/2010,776000
4/22/2010,809000
4/23/2010,803000
4/24/2010,323000
4/25/2010,241000
4/26/2010,700000
4/27/2010,750000
4/28/2010,769000
4/29/2010,755000
4/30/2010,745000
5/1/2010,358000
5/2/2010,217000
5/3/2010,685000
5/4/2010,758000
5/5/2010,778000
5/6/2010,767000
5/7/2010,750000
5/8/2010,341000
5/9/2010,205000
5/10/2010,691000
5/11/2010,729000
5/12/2010,750000
5/13/2010,759000
5/14/2010,734000
5/15/2010,370000
5/16/2010,242000
5/17/2010,697000
5/18/2010,739000
5/19/2010,774000
5/20/2010,801000
5/21/2010,772000
5/22/2010,367000
5/23/2010,215000
5/24/2010,712000
5/25/2010,754000
5/26/2010,780000
5/27/2010,754000
5/28/2010,683000
5/29/2010,334000
5/30/2010,300000
5/31/2010,249000
6/1/2010,726000
6/2/2010,776000
6/3/2010,775000
6/4/2010,788000
6/5/2010,393000
6/6/2010,235000
6/7/2010,756000
6/8/2010,847000
6/9/2010,792000
6/10/2010,826000
6/11/2010,784000
6/12/2010,364000
6/13/2010,246000
6/14/2010,759000
6/15/2010,815000
6/16/2010,802000
6/17/2010,823000
6/18/2010,835000
6/19/2010,386000
6/20/2010,258000
6/21/2010,768000
6/22/2010,814000
6/23/2010,894000
6/24/2010,801000
6/25/2010,803000
6/26/2010,427000
6/27/2010,258000
6/28/2010,741000
6/29/2010,789000
6/30/2010,787000
7/1/2010,817000
7/2/2010,781000
7/3/2010,438000
7/4/2010,562000
7/5/2010,283000
7/6/2010,745000
7/7/2010,769000
7/8/2010,789000
7/9/2010,792000
7/10/2010,320000
7/11/2010,250000
7/12/2010,736000
7/13/2010,787000
7/14/2010,800000
7/15/2010,815000
7/16/2010,778000
7/17/2010,358000
7/18/2010,247000
7/19/2010,743000
7/20/2010,789000
7/21/2010,796000
7/22/2010,804000
7/23/2010,806000
7/24/2010,337000
7/25/2010,240000
7/26/2010,739000
7/27/2010,819000
7/28/2010,810000
7/29/2010,773000
7/30/2010,792000
7/31/2010,374000
8/1/2010,246000
8/2/2010,707000
8/3/2010,724000
8/4/2010,737000
8/5/2010,716000
8/6/2010,715000
8/7/2010,319000
8/8/2010,213000
8/9/2010,680000
8/10/2010,732000
8/11/2010,722000
8/12/2010,694000
8/13/2010,711000
8/14/2010,328000
8/15/2010,203000
8/16/2010,666000
8/17/2010,704000
8/18/2010,675000
8/19/2010,721000
8/20/2010,690000
8/21/2010,310000
8/22/2010,192000
8/23/2010,671000
8/24/2010,702000
8/25/2010,726000
8/26/2010,740000
8/27/2010,771000
8/28/2010,472000
8/29/2010,230000
8/30/2010,669000
8/31/2010,700000
9/1/2010,720000
9/2/2010,715000
9/3/2010,674000
9/4/2010,311000
9/5/2010,242000
9/6/2010,240000
9/7/2010,705000
9/8/2010,725000
9/9/2010,713000
9/10/2010,730000
9/11/2010,339000
9/12/2010,215000
9/13/2010,698000
9/14/2010,732000
9/15/2010,740000
9/16/2010,748000
9/17/2010,729000
9/18/2010,323000
9/19/2010,221000
9/20/2010,700000
9/21/2010,742000
9/22/2010,755000
9/23/2010,753000
9/24/2010,753000
9/25/2010,369000
9/26/2010,199000
9/27/2010,685000
9/28/2010,743000
9/29/2010,742000
9/30/2010,692000
10/1/2010,746000
10/2/2010,418000
10/3/2010,212000
10/4/2010,692000
10/5/2010,748000
10/6/2010,747000
10/7/2010,754000
10/8/2010,723000
10/9/2010,315000
10/10/2010,223000
10/11/2010,321000
10/12/2010,726000
10/13/2010,747000
10/14/2010,722000
10/15/2010,738000
10/16/2010,330000
10/17/2010,222000
10/18/2010,684000
10/19/2010,734000
10/20/2010,721000
10/21/2010,740000
10/22/2010,743000
10/23/2010,411000
10/24/2010,272000
10/25/2010,698000
10/26/2010,744000
10/27/2010,735000
10/28/2010,761000
10/29/2010,810000
10/30/2010,788000
10/31/2010,340000
11/1/2010,703000
11/2/2010,728000
11/3/2010,744000
11/4/2010,728000
11/5/2010,759000
11/6/2010,328000
11/7/2010,198000
11/8/2010,699000
11/9/2010,732000
11/10/2010,754000
11/11/2010,446000
11/12/2010,692000
11/13/2010,331000
11/14/2010,202000
11/15/2010,694000
11/16/2010,695000
11/17/2010,728000
11/18/2010,727000
11/19/2010,728000
11/20/2010,352000
11/21/2010,185000
11/22/2010,681000
11/23/2010,694000
11/24/2010,587000
11/25/2010,101000
11/26/2010,344000
11/27/2010,247000
11/28/2010,185000
11/29/2010,642000
11/30/2010,692000
12/1/2010,689000
12/2/2010,720000
12/3/2010,716000
12/4/2010,299000
12/5/2010,174000
12/6/2010,684000
12/7/2010,708000
12/8/2010,701000
12/9/2010,730000
12/10/2010,691000
12/11/2010,294000
12/12/2010,163000
12/13/2010,650000
12/14/2010,693000
12/15/2010,694000
12/16/2010,703000
12/17/2010,677000
12/18/2010,281000
12/19/2010,166000
12/20/2010,624000
12/21/2010,632000
12/22/2010,591000
12/23/2010,488000
12/24/2010,162000
12/25/2010,63000
12/26/2010,122000
12/27/2010,383000
12/28/2010,506000
12/29/2010,554000
12/30/2010,511000
12/31/2010,286000
1/1/2011,174000
1/2/2011,159000
1/3/2011,596000
1/4/2011,674000
1/5/2011,672000
1/6/2011,674000
1/7/2011,664000
1/8/2011,256000
1/9/2011,149000
1/10/2011,650000
1/11/2011,688000
1/12/2011,680000
1/13/2011,702000
1/14/2011,680000
1/15/2011,251000
1/16/2011,180000
1/17/2011,208000
1/18/2011,603000
1/19/2011,718000
1/20/2011,727000
1/21/2011,702000
1/22/2011,266000
1/23/2011,182000
1/24/2011,724000
1/25/2011,719000
1/26/2011,681000
1/27/2011,472000
1/28/2011,695000
1/29/2011,295000
1/30/2011,175000
1/31/2011,688000
2/1/2011,679000
2/2/2011,701000
2/3/2011,735000
2/4/2011,738000
2/5/2011,295000
2/6/2011,201000
2/7/2011,671000
2/8/2011,727000
2/9/2011,723000
2/10/2011,723000
2/11/2011,725000
2/12/2011,333000
2/13/2011,197000
2/14/2011,692000
2/15/2011,716000
2/16/2011,725000
2/17/2011,729000
2/18/2011,709000
2/19/2011,295000
2/20/2011,198000
2/21/2011,244000
2/22/2011,647000
2/23/2011,729000
2/24/2011,739000
2/25/2011,703000
2/26/2011,310000
2/27/2011,185000
2/28/2011,660000
3/1/2011,734000
3/2/2011,734000
3/3/2011,739000
3/4/2011,714000
3/5/2011,312000
3/6/2011,161000
3/7/2011,693000
3/8/2011,751000
3/9/2011,757000
3/10/2011,714000
3/11/2011,745000
3/12/2011,359000
3/13/2011,237000
3/14/2011,727000
3/15/2011,762000
3/16/2011,769000
3/17/2011,807000
3/18/2011,741000
3/19/2011,350000
3/20/2011,211000
3/21/2011,679000
3/22/2011,745000
3/23/2011,736000
3/24/2011,749000
3/25/2011,759000
3/26/2011,438000
3/27/2011,233000
3/28/2011,696000
3/29/2011,772000
3/30/2011,759000
3/31/2011,793000
4/1/2011,786000
4/2/2011,472000
4/3/2011,395000
4/4/2011,762000
4/5/2011,765000
4/6/2011,807000
4/7/2011,803000
4/8/2011,756000
4/9/2011,451000
4/10/2011,265000
4/11/2011,738000
4/12/2011,752000
4/13/2011,782000
4/14/2011,793000
4/15/2011,767000
4/16/2011,284000
4/17/2011,297000
4/18/2011,736000
4/19/2011,764000
4/20/2011,796000
4/21/2011,808000
4/22/2011,689000
4/23/2011,337000
4/24/2011,190000
4/25/2011,692000
4/26/2011,746000
4/27/2011,751000
4/28/2011,748000
4/29/2011,759000
4/30/2011,352000
5/1/2011,232000
5/2/2011,705000
5/3/2011,743000
5/4/2011,742000
5/5/2011,767000
5/6/2011,724000
5/7/2011,334000
5/8/2011,196000
5/9/2011,690000
5/10/2011,740000
5/11/2011,750000
5/12/2011,762000
5/13/2011,746000
5/14/2011,333000
5/15/2011,229000
5/16/2011,716000
5/17/2011,744000
5/18/2011,750000
5/19/2011,756000
5/20/2011,730000
5/21/2011,358000
5/22/2011,222000
5/23/2011,711000
5/24/2011,752000
5/25/2011,763000
5/26/2011,756000
5/27/2011,713000
5/28/2011,321000
5/29/2011,290000
5/30/2011,253000
5/31/2011,715000
6/1/2011,760000
6/2/2011,764000
6/3/2011,779000
6/4/2011,369000
6/5/2011,219000
6/6/2011,739000
6/7/2011,784000
6/8/2011,782000
6/9/2011,791000
6/10/2011,764000
6/11/2011,347000
6/12/2011,244000
6/13/2011,752000
6/14/2011,824000
6/15/2011,842000
6/16/2011,816000
6/17/2011,819000
6/18/2011,366000
6/19/2011,281000
6/20/2011,734000
6/21/2011,811000
6/22/2011,820000
6/23/2011,811000
6/24/2011,780000
6/25/2011,402000
6/26/2011,243000
6/27/2011,734000
6/28/2011,784000
6/29/2011,795000
6/30/2011,791000
7/1/2011,762000
7/2/2011,413000
7/3/2011,324000
7/4/2011,501000
7/5/2011,741000
7/6/2011,786000
7/7/2011,808000
7/8/2011,765000
7/9/2011,398000
7/10/2011,264000
7/11/2011,759000
7/12/2011,797000
7/13/2011,804000
7/14/2011,823000
7/15/2011,791000
7/16/2011,343000
7/17/2011,225000
7/18/2011,740000
7/19/2011,788000
7/20/2011,802000
7/21/2011,772000
7/22/2011,715000
7/23/2011,302000
7/24/2011,213000
7/25/2011,716000
7/26/2011,801000
7/27/2011,812000
7/28/2011,807000
7/29/2011,788000
7/30/2011,396000
7/31/2011,251000
8/1/2011,728000
8/2/2011,787000
8/3/2011,775000
8/4/2011,775000
8/5/2011,740000
8/6/2011,310000
8/7/2011,211000
8/8/2011,686000
8/9/2011,726000
8/10/2011,738000
8/11/2011,738000
8/12/2011,724000
8/13/2011,284000
8/14/2011,187000
8/15/2011,653000
8/16/2011,729000
8/17/2011,733000
8/18/2011,726000
8/19/2011,721000
8/20/2011,338000
8/21/2011,202000
8/22/2011,674000
8/23/2011,628000
8/24/2011,672000
8/25/2011,700000
8/26/2011,687000
8/27/2011,126000
8/28/2011,149000
8/29/2011,646000
8/30/2011,702000
8/31/2011,710000
9/1/2011,725000
9/2/2011,686000
9/3/2011,317000
9/4/2011,251000
9/5/2011,201000
9/6/2011,677000
9/7/2011,704000
9/8/2011,726000
9/9/2011,718000
9/10/2011,322000
9/11/2011,202000
9/12/2011,698000
9/13/2011,744000
9/14/2011,754000
9/15/2011,753000
9/16/2011,748000
9/17/2011,327000
9/18/2011,217000
9/19/2011,701000
9/20/2011,740000
9/21/2011,771000
9/22/2011,769000
9/23/2011,747000
9/24/2011,412000
9/25/2011,234000
9/26/2011,711000
9/27/2011,732000
9/28/2011,733000
9/29/2011,735000
9/30/2011,766000
10/1/2011,302000
10/2/2011,211000
10/3/2011,706000
10/4/2011,754000
10/5/2011,762000
10/6/2011,767000
10/7/2011,743000
10/8/2011,366000
10/9/2011,274000
10/10/2011,307000
10/11/2011,746000
10/12/2011,758000
10/13/2011,755000
10/14/2011,738000
10/15/2011,375000
10/16/2011,273000
10/17/2011,709000
10/18/2011,775000
10/19/2011,753000
10/20/2011,771000
10/21/2011,764000
10/22/2011,360000
10/23/2011,208000
10/24/2011,708000
10/25/2011,763000
10/26/2011,758000
10/27/2011,765000
10/28/2011,765000
10/29/2011,280000
10/30/2011,286000
10/31/2011,703000
11/1/2011,768000
11/2/2011,764000
11/3/2011,775000
11/4/2011,745000
11/5/2011,328000
11/6/2011,221000
11/7/2011,709000
11/8/2011,761000
11/9/2011,755000
11/10/2011,748000
11/11/2011,400000
11/12/2011,368000
11/13/2011,216000
11/14/2011,718000
11/15/2011,762000
11/16/2011,765000
11/17/2011,763000
11/18/2011,745000
11/19/2011,298000
11/20/2011,187000
11/21/2011,710000
11/22/2011,701000
11/23/2011,609000
11/24/2011,114000
11/25/2011,372000
11/26/2011,257000
11/27/2011,169000
11/28/2011,661000
11/29/2011,716000
11/30/2011,737000
12/1/2011,788000
12/2/2011,744000
12/3/2011,315000
12/4/2011,197000
12/5/2011,699000
12/6/2011,729000
12/7/2011,736000
12/8/2011,754000
12/9/2011,755000
12/10/2011,336000
12/11/2011,198000
12/12/2011,685000
12/13/2011,748000
12/14/2011,738000
12/15/2011,736000
12/16/2011,723000
12/17/2011,287000
12/18/2011,172000
12/19/2011,669000
12/20/2011,696000
12/21/2011,656000
12/22/2011,614000
12/23/2011,474000
12/24/2011,161000
12/25/2011,67000
12/26/2011,197000
12/27/2011,435000
12/28/2011,549000
12/29/2011,547000
12/30/2011,526000
12/31/2011,280000
1/1/2012,147000
1/2/2012,185000
1/3/2012,638000
1/4/2012,661000
1/5/2012,683000
1/6/2012,688000
1/7/2012,251000
1/8/2012,157000
1/9/2012,663000
1/10/2012,710000
1/11/2012,718000
1/12/2012,719000
1/13/2012,700000
1/14/2012,273000
1/15/2012,191000
1/16/2012,229000
1/17/2012,699000
1/18/2012,724000
1/19/2012,717000
1/20/2012,703000
1/21/2012,235000
1/22/2012,181000
1/23/2012,693000
1/24/2012,739000
1/25/2012,734000
1/26/2012,711000
1/27/2012,695000
1/28/2012,281000
1/29/2012,183000
1/30/2012,682000
1/31/2012,712000
2/1/2012,730000
2/2/2012,722000
2/3/2012,707000
2/4/2012,270000
2/5/2012,163000
2/6/2012,665000
2/7/2012,728000
2/8/2012,736000
2/9/2012,744000
2/10/2012,726000
2/11/2012,257000
2/12/2012,157000
2/13/2012,692000
2/14/2012,721000
2/15/2012,723000
2/16/2012,720000
2/17/2012,694000
2/18/2012,314000
2/19/2012,197000
2/20/2012,270000
2/21/2012,700000
2/22/2012,730000
2/23/2012,741000
2/24/2012,719000
2/25/2012,289000
2/26/2012,174000
2/27/2012,677000
2/28/2012,731000
2/29/2012,712000
3/1/2012,737000
3/2/2012,721000
3/3/2012,304000
3/4/2012,202000
3/5/2012,692000
3/6/2012,742000
3/7/2012,747000
3/8/2012,758000
3/9/2012,725000
3/10/2012,289000
3/11/2012,207000
3/12/2012,697000
3/13/2012,752000
3/14/2012,770000
3/15/2012,778000
3/16/2012,744000
3/17/2012,474000
3/18/2012,241000
3/19/2012,715000
3/20/2012,759000
3/21/2012,768000
3/22/2012,800000
3/23/2012,835000
3/24/2012,415000
3/25/2012,260000
3/26/2012,729000
3/27/2012,774000
3/28/2012,764000
3/29/2012,770000
3/30/2012,775000
3/31/2012,424000
4/1/2012,313000
4/2/2012,749000
4/3/2012,805000
4/4/2012,788000
4/5/2012,793000
4/6/2012,719000
4/7/2012,397000
4/8/2012,215000
4/9/2012,710000
4/10/2012,771000
4/11/2012,774000
4/12/2012,823000
4/13/2012,797000
4/14/2012,484000
4/15/2012,263000
4/16/2012,713000
4/17/2012,782000
4/18/2012,768000
4/19/2012,797000
4/20/2012,774000
4/21/2012,342000
4/22/2012,194000
4/23/2012,695000
4/24/2012,739000
4/25/2012,751000
4/26/2012,751000
4/27/2012,727000
4/28/2012,332000
4/29/2012,247000
4/30/2012,679000
5/1/2012,739000
5/2/2012,753000
5/3/2012,750000
5/4/2012,734000
5/5/2012,349000
5/6/2012,214000
5/7/2012,686000
5/8/2012,723000
5/9/2012,746000
5/10/2012,757000
5/11/2012,718000
5/12/2012,351000
5/13/2012,197000
5/14/2012,673000
5/15/2012,740000
5/16/2012,776000
5/17/2012,789000
5/18/2012,778000
5/19/2012,383000
5/20/2012,261000
5/21/2012,678000
5/22/2012,737000
5/23/2012,746000
5/24/2012,742000
5/25/2012,692000
5/26/2012,326000
5/27/2012,280000
5/28/2012,245000
5/29/2012,696000
5/30/2012,751000
5/31/2012,762000
6/1/2012,706000
6/2/2012,397000
6/3/2012,253000
6/4/2012,730000
6/5/2012,791000
6/6/2012,800000
6/7/2012,809000
6/8/2012,799000
6/9/2012,462000
6/10/2012,261000
6/11/2012,750000
6/12/2012,774000
6/13/2012,804000
6/14/2012,797000
6/15/2012,801000
6/16/2012,372000
6/17/2012,253000
6/18/2012,724000
6/19/2012,810000
6/20/2012,796000
6/21/2012,800000
6/22/2012,736000
6/23/2012,345000
6/24/2012,232000
6/25/2012,724000
6/26/2012,788000
6/27/2012,797000
6/28/2012,796000
6/29/2012,734000
6/30/2012,295000
7/1/2012,220000
7/2/2012,680000
7/3/2012,781000
7/4/2012,487000
7/5/2012,704000
7/6/2012,693000
7/7/2012,283000
7/8/2012,213000
7/9/2012,716000
7/10/2012,763000
7/11/2012,774000
7/12/2012,783000
7/13/2012,759000
7/14/2012,298000
7/15/2012,206000
7/16/2012,736000
7/17/2012,777000
7/18/2012,774000
7/19/2012,789000
7/20/2012,751000
7/21/2012,341000
7/22/2012,257000
7/23/2012,720000
7/24/2012,764000
7/25/2012,791000
7/26/2012,771000
7/27/2012,736000
7/28/2012,315000
7/29/2012,209000
7/30/2012,689000
7/31/2012,747000
8/1/2012,760000
8/2/2012,768000
8/3/2012,731000
8/4/2012,320000
8/5/2012,212000
8/6/2012,665000
8/7/2012,712000
8/8/2012,713000
8/9/2012,710000
8/10/2012,659000
8/11/2012,278000
8/12/2012,196000
8/13/2012,648000
8/14/2012,683000
8/15/2012,700000
8/16/2012,694000
8/17/2012,692000
8/18/2012,320000
8/19/2012,196000
8/20/2012,646000
8/21/2012,702000
8/22/2012,709000
8/23/2012,694000
8/24/2012,660000
8/25/2012,271000
